"unigram","bigram","trigram","quadgram","freq"
"it","doesn","t","matter",7
"it","had","to","be",7
"it","has","been","a",7
"it","is","a","very",7
"it","is","easy","to",7
"it","is","important","to",7
"it","is","not","a",7
"it","might","be","a",7
"it","out","of","the",7
"it","s","all","about",7
"it","s","better","to",7
"it","s","like","the",7
"it","s","not","just",7
"it","s","on","the",7
"it","s","that","time",7
"it","s","the","first",7
"it","was","one","of",7
"it","was","the","only",7
"it","was","time","to",7
"just","a","few","more",7
"just","in","time","for",7
"keep","an","eye","out",7
"know","what","s","going",7
"let","me","know","when",7
"let","me","tell","you",7
"let","you","know","that",7
"look","at","me","now",7
"looking","for","a","new",7
"m","going","to","do",7
"m","going","to","have",7
"m","just","going","to",7
"m","not","the","only",7
"make","a","lot","of",7
"me","and","i","ll",7
"me","know","what","you",7
"me","so","i","can",7
"middle","of","the","night",7
"more","than","a","few",7
"need","to","go","to",7
"need","to","talk","to",7
"new","york","n","y",7
"of","people","who","are",7
"of","the","holy","spirit",7
"of","the","rest","of",7
"of","the","things","i",7
"of","the","u","s",7
"oh","my","god","i",7
"on","a","lot","of",7
"on","the","way","out",7
"on","top","of","that",7
"one","of","my","fav",7
"one","of","my","favorites",7
"one","of","the","only",7
"one","of","the","worst",7
"one","of","these","days",7
"or","something","like","that",7
"out","of","the","house",7
"people","who","don","t",7
"preheat","the","oven","to",7
"quite","a","bit","of",7
"re","having","a","great",7
"really","don","t","want",7
"reminds","me","of","the",7
"rest","of","my","life",7
"rt","if","you","want",7
"s","a","beautiful","day",7
"s","been","a","long",7
"s","one","of","my",7
"see","you","in","a",7
"so","happy","for","you",7
"so","happy","to","be",7
"so","i","ve","been",7
"so","much","to","do",7
"spent","a","lot","of",7
"t","have","time","to",7
"t","think","it","s",7
"t","wait","to","have",7
"tell","me","about","it",7
"thank","you","all","for",7
"thanks","for","a","great",7
"thanks","for","coming","out",7
"thanks","for","your","support",7
"thanks","to","all","who",7
"that","a","lot","of",7
"that","i","did","not",7
"that","i","didn","t",7
"that","i","need","to",7
"that","i","want","to",7
"that","it","was","the",7
"that","this","is","a",7
"that","would","be","awesome",7
"that","you","can","t",7
"the","best","part","of",7
"the","end","of","this",7
"the","face","of","the",7
"the","fact","that","it",7
"the","part","of","the",7
"the","past","few","years",7
"the","past","five","years",7
"the","rest","of","your",7
"the","time","of","the",7
"the","u","s","and",7
"there","is","no","doubt",7
"there","was","no","way",7
"they","re","going","to",7
"this","is","crazy","but",7
"this","time","of","year",7
"this","will","be","a",7
"to","all","my","new",7
"to","be","honest","i",7
"to","come","up","with",7
"to","get","a","new",7
"to","go","out","and",7
"to","hear","more","about",7
"to","let","go","of",7
"to","name","a","few",7
"to","pick","up","a",7
"to","return","to","the",7
"to","see","you","again",7
"to","see","you","in",7
"to","take","advantage","of",7
"to","take","on","the",7
"too","much","of","a",7
"up","and","down","the",7
"want","to","get","a",7
"we","are","having","a",7
"we","have","a","great",7
"we","re","trying","to",7
"we","will","have","a",7
"what","do","you","mean",7
"what","do","you","want",7
"what","is","wrong","with",7
"when","are","you","going",7
"when","i","don","t",7
"wish","i","could","be",7
"with","one","of","my",7
"won","t","be","able",7
"would","be","able","to",7
"you","all","have","a",7
"you","are","about","to",7
"you","can","make","a",7
"you","can","see","that",7
"you","can","t","do",7
"you","didn","t","know",7
"you","do","not","know",7
"you","haven","t","already",7
"you","i","love","you",7
"you","just","can","t",7
"you","just","need","to",7
"you","look","at","the",7
"you","may","want","to",7
"you","need","to","know",7
"you","re","in","a",7
"you","re","talking","about",7
"you","to","everyone","who",7
"you","want","me","to",7
"you","want","to","do",7
"you","want","to","know",7
"you","want","to","see",7
"you","will","be","missed",7
"a","couple","of","months",6
"a","fan","of","the",6
"a","few","days","ago",6
"a","few","more","days",6
"a","good","day","for",6
"a","great","time","at",6
"a","little","bit","and",6
"a","lot","of","great",6
"a","lot","of","these",6
"a","person","who","has",6
"a","shout","out","to",6
"a","smile","on","my",6
"a","whole","bunch","of",6
"about","a","month","ago",6
"about","the","importance","of",6
"all","i","can","do",6
"all","i","could","think",6
"all","of","my","friends",6
"all","of","the","time",6
"all","the","way","back",6
"all","you","need","is",6
"and","a","bit","of",6
"and","i","had","to",6
"and","i","have","been",6
"and","i","ll","send",6
"and","i","love","you",6
"and","i","m","going",6
"and","i","m","not",6
"and","i","think","i",6
"and","i","went","to",6
"and","it","doesn","t",6
"and","it","s","a",6
"and","it","will","be",6
"and","look","forward","to",6
"and","now","it","s",6
"and","that","s","a",6
"and","that","s","all",6
"and","that","s","where",6
"and","the","fact","that",6
"and","then","i","m",6
"and","there","is","a",6
"and","you","know","what",6
"and","you","will","be",6
"are","not","going","to",6
"are","supposed","to","be",6
"are","you","trying","to",6
"are","you","up","to",6
"as","long","as","it",6
"as","long","as","the",6
"as","much","as","we",6
"as","much","as","you",6
"as","part","of","a",6
"as","soon","as","the",6
"as","well","as","their",6
"ass","ass","ass","ass",6
"at","one","of","the",6
"at","the","center","of",6
"be","a","good","one",6
"be","able","to","see",6
"be","the","first","time",6
"because","i","have","to",6
"before","the","end","of",6
"believe","it","or","not",6
"better","late","than","never",6
"both","sides","of","the",6
"buffalo","buffalo","buffalo","buffalo",6
"but","at","the","same",6
"but","i","am","not",6
"but","i","couldn","t",6
"but","i","have","no",6
"but","i","like","to",6
"but","i","love","it",6
"but","i","wanted","to",6
"but","that","s","ok",6
"but","there","is","no",6
"but","they","don","t",6
"but","when","it","comes",6
"but","you","can","t",6
"by","members","of","the",6
"by","the","way","i",6
"can","t","do","that",6
"can","t","make","it",6
"can","t","wait","till",6
"can","t","wait","until",6
"can","you","please","follow",6
"chance","to","win","a",6
"clap","clap","clap","clap",6
"come","to","an","end",6
"come","up","with","a",6
"couple","of","weeks","ago",6
"did","a","good","job",6
"did","not","want","to",6
"did","you","see","the",6
"didn","t","go","to",6
"do","it","for","me",6
"do","my","best","to",6
"do","you","know","how",6
"do","you","know","who",6
"do","you","think","i",6
"doesn","t","have","a",6
"don","t","even","have",6
"don","t","forget","that",6
"don","t","get","it",6
"don","t","know","that",6
"don","t","miss","it",6
"don","t","miss","the",6
"don","t","worry","i",6
"don","t","you","just",6
"fact","that","i","have",6
"falling","in","love","with",6
"first","of","all","i",6
"follow","me","on","instagram",6
"follow","us","on","twitter",6
"for","a","few","minutes",6
"for","a","few","years",6
"for","a","little","while",6
"for","all","of","your",6
"for","me","to","be",6
"for","me","to","get",6
"for","spreading","the","word",6
"for","the","same","reason",6
"for","the","time","being",6
"for","years","to","come",6
"forward","to","your","tweets",6
"from","one","of","my",6
"from","one","of","the",6
"get","back","to","work",6
"get","out","of","the",6
"getting","ready","to","head",6
"give","me","a","shoutout",6
"glad","to","have","you",6
"glad","to","hear","you",6
"going","to","be","able",6
"going","to","take","a",6
"good","news","is","that",6
"good","to","be","true",6
"had","a","dream","that",6
"had","so","much","fun",6
"haha","i","don","t",6
"happens","for","a","reason",6
"happy","new","year","to",6
"have","a","problem","with",6
"have","a","wonderful","day",6
"have","to","admit","i",6
"have","to","do","with",6
"have","to","make","a",6
"have","to","wait","for",6
"haven","t","talked","to",6
"having","a","great","time",6
"here","are","some","of",6
"hey","how","are","you",6
"hope","i","don","t",6
"hope","you","all","have",6
"how","much","of","a",6
"hundreds","of","thousands","of",6
"i","agree","with","you",6
"i","always","wanted","to",6
"i","am","in","a",6
"i","am","so","happy",6
"i","can","be","a",6
"i","can","do","is",6
"i","can","get","a",6
"i","can","go","to",6
"i","can","make","it",6
"i","can","see","the",6
"i","can","see","why",6
"i","cant","wait","to",6
"i","could","be","there",6
"i","decided","to","use",6
"i","did","not","have",6
"i","didn","t","like",6
"i","didn","t","realize",6
"i","didn","t","think",6
"i","do","have","a",6
"i","do","not","have",6
"i","don’t","know","if",6
"i","get","to","see",6
"i","guess","i","m",6
"i","guess","it","s",6
"i","had","a","good",6
"i","had","to","get",6
"i","hate","when","people",6
"i","have","a","friend",6
"i","have","a","lot",6
"i","have","been","a",6
"i","have","been","working",6
"i","have","made","a",6
"i","have","to","make",6
"i","have","to","tell",6
"i","have","to","wait",6
"i","haven","t","even",6
"i","haven","t","talked",6
"i","just","couldn","t",6
"i","just","got","a",6
"i","just","got","my",6
"i","know","i","can",6
"i","know","that","i",6
"i","know","what","i",6
"i","ll","be","a",6
"i","ll","make","sure",6
"i","look","like","a",6
"i","love","it","when",6
"i","love","me","some",6
"i","love","that","song",6
"i","love","you","more",6
"i","m","addicted","to",6
"i","m","at","the",6
"i","m","glad","to",6
"i","m","just","not",6
"i","m","kind","of",6
"i","m","on","a",6
"i","m","proud","of",6
"i","m","so","proud",6
"i","m","starting","to",6
"i","m","still","in",6
"i","m","sure","the",6
"i","need","a","new",6
"i","need","more","followers",6
"i","need","to","know",6
"i","really","love","the",6
"i","thank","you","for",6
"i","think","i","can",6
"i","think","they","re",6
"i","think","we","can",6
"i","think","you","re",6
"i","ve","always","wanted",6
"i","ve","been","doing",6
"i","ve","been","in",6
"i","ve","been","on",6
"i","ve","ever","known",6
"i","ve","never","seen",6
"i","want","to","talk",6
"i","was","just","thinking",6
"i","was","looking","for",6
"i","was","so","excited",6
"i","was","supposed","to",6
"i","was","talking","about",6
"i","was","the","only",6
"i","went","to","a",6
"i","went","to","my",6
"i","will","let","you",6
"i","will","try","to",6
"i","wonder","if","you",6
"i","would","have","to",6
"i","would","not","have",6
"if","it","wasn","t",6
"if","you","are","one",6
"if","you","have","the",6
"if","you","need","any",6
"if","you","want","a",6
"in","a","large","bowl",6
"in","an","effort","to",6
"in","front","of","my",6
"in","light","of","the",6
"in","some","of","the",6
"in","spite","of","the",6
"in","terms","of","the",6
"in","the","absence","of",6
"in","the","first","round",6
"in","the","history","of",6
"in","the","last","few",6
"in","the","parking","lot",6
"in","the","second","half",6
"in","the","wake","of",6
"in","the","way","of",6
"is","a","member","of",6
"is","a","part","of",6
"is","by","no","means",6
"is","going","to","have",6
"is","going","to","take",6
"is","no","such","thing",6
"is","said","to","be",6
"is","said","to","have",6
"is","so","much","better",6
"is","subject","to","change",6
"is","why","i","love",6
"isn","t","going","to",6
"it","can","t","be",6
"it","has","to","be",6
"it","is","a","good",6
"it","is","a","great",6
"it","may","be","a",6
"it","needs","to","be",6
"it","occurred","to","me",6
"it","reminded","me","of",6
"it","s","a","very",6
"it","s","all","good",6
"it","s","easier","to",6
"it","s","funny","how",6
"it","s","not","the",6
"it","s","not","too",6
"it","s","ok","to",6
"it","s","okay","i",6
"it","s","such","a",6
"it","s","worth","it",6
"it","turns","out","that",6
"it","was","nice","to",6
"it","was","time","for",6
"it","wasn","t","a",6
"just","found","out","that",6
"just","let","me","know",6
"just","trying","to","get",6
"just","want","to","go",6
"keeping","up","with","the",6
"know","i","m","not",6
"know","if","you","need",6
"know","what","i","mean",6
"last","night","it","was",6
"like","the","rest","of",6
"ll","give","you","a",6
"ll","keep","you","posted",6
"look","forward","to","your",6
"look","in","the","mirror",6
"looking","forward","to","meeting",6
"looking","forward","to","reading",6
"love","to","hear","your",6
"m","going","to","go",6
"m","not","sure","i",6
"m","not","sure","if",6
"m","sure","you","ll",6
"make","it","to","the",6
"makes","me","feel","like",6
"martin","luther","king","jr",6
"me","if","you","want",6
"meow","meow","meow","meow",6
"more","often","than","not",6
"more","than","any","other",6
"much","as","i","do",6
"much","for","the","follow",6
"my","brother","and","i",6
"my","husband","and","i",6
"my","last","post","i",6
"my","life","i","have",6
"my","way","to","the",6
"my","wife","and","i",6
"need","to","do","is",6
"need","to","figure","out",6
"need","to","have","a",6
"never","be","able","to",6
"nights","in","a","row",6
"no","matter","how","old",6
"not","being","able","to",6
"now","is","the","time",6
"now","it","s","time",6
"of","my","all","time",6
"of","some","of","the",6
"of","the","fact","that",6
"of","the","reasons","i",6
"on","our","way","to",6
"on","the","first","day",6
"on","the","floor","and",6
"on","the","right","track",6
"on","the","road","to",6
